"","subID","cultureEA","avatar_ori","prac1","prac1_rt_Page.Submit","raw1","raw1_rt_Page.Submit","raw2","raw2_rt_Page.Submit","raw3","seq3_rt_Page.Submit","raw4","raw4_rt_Page.Submit","raw5","raw5_rt_Page.Submit","raw6","raw6_rt_Page.Submit","raw7","raw7_rt_Page.Submit","raw8","raw8_rt_Page.Submit","raw9","raw9_rt_Page.Submit","raw10","raw10_rt_Page.Submit","raw11","raw11_rt_Page.Submit","raw12","raw12_rt_Page.Submit","raw13","raw13_rt_Page.Submit","raw14","raw14_rt_Page.Submit","raw15","raw15_rt_Page.Submit","raw16","raw16_rt_Page.Submit","raw17","raw17_rt_Page.Submit","raw18","raw18_rt_Page.Submit","raw19","raw19_rt_Page.Submit","raw20","raw20_rt_Page.Submit","raw21","raw21_rt_Page.Submit","raw22","raw22_rt_Page.Submit","raw23","raw23_rt_Page.Submit","raw24","raw24_rt_Page.Submit","raw25","raw25_rt_Page.Submit","raw26","raw26_rt_Page.Submit","raw27","raw27_rt_Page.Submit","raw28","raw28_rt_Page.Submit","raw29","raw29_rt_Page.Submit","raw30","raw30_rt_Page.Submit","raw31","raw31_rt_Page.Submit","raw32","raw32_rt_Page.Submit","raw33","raw33_rt_Page.Submit","raw34","raw34_rt_Page.Submit","raw35","raw35_rt_Page.Submit","raw36","raw36_rt_Page.Submit","vale1","arou1","trait1_Competent","trait1_Trustworthy","trait1_FinanciallyNeedy","trait1_Dominant","trait1_Selfish","trait1_Friendly","trait1_aGoodPerson","vale2","arou2","trait2_Competent","trait2_Trustworthy","trait2_FinanciallyNeedy","trait2_Dominant","trait2_Selfish","trait2_Friendly","trait2_aGoodPerson","vale3","arou3","trait3_Competent","trait3_Trustworthy","trait3_FinanciallyNeedy","trait3_Dominant","trait3_Selfish","trait3_Friendly","trait3_aGoodPerson","vale4","arou4","trait4_Competent","trait4_Trustworthy","trait4_FinanciallyNeedy","trait4_Dominant","trait4_Selfish","trait4_Friendly","trait4_aGoodPerson","vale5","arou5","trait5_Competent","trait5_Trustworthy","trait5_FinanciallyNeedy","trait5_Dominant","trait5_Selfish","trait5_Friendly","trait5_aGoodPerson","vale6","arou6","trait6_Competent","trait6_Trustworthy","trait6_FinanciallyNeedy","trait6_Dominant","trait6_Selfish","trait6_Friendly","trait6_aGoodPerson","vale7","arou7","trait7_Competent","trait7_Trustworthy","trait7_FinanciallyNeedy","trait7_Dominant","trait7_Selfish","trait7_Friendly","trait7_aGoodPerson","vale8","arou8","trait8_Competent","trait8_Trustworthy","trait8_FinanciallyNeedy","trait8_Dominant","trait8_Selfish","trait8_Friendly","trait8_aGoodPerson","vale9","arou9","trait9_Competent","trait9_Trustworthy","trait9_FinanciallyNeedy","trait9_Dominant","trait9_Selfish","trait9_Friendly","trait9_aGoodPerson","vale10","arou10","trait10_Competent","trait10_Trustworthy","trait10_FinanciallyNeedy","trait10_Dominant","trait10_Selfish","trait10_Friendly","trait10_aGoodPerson","vale11","arou11","trait11_Competent","trait11_Trustworthy","trait11_FinanciallyNeedy","trait11_Dominant","trait11_Selfish","trait11_Friendly","trait11_aGoodPerson","vale12","arou12","trait12_Competent","trait12_Trustworthy","trait12_FinanciallyNeedy","trait12_Dominant","trait12_Selfish","trait12_Friendly","trait12_aGoodPerson","vale13","arou13","trait13_Competent","trait13_Trustworthy","trait13_FinanciallyNeedy","trait13_Dominant","trait13_Selfish","trait13_Friendly","trait13_aGoodPerson","vale14","arou14","trait14_Competent","trait14_Trustworthy","trait14_FinanciallyNeedy","trait14_Dominant","trait14_Selfish","trait14_Friendly","trait14_aGoodPerson","vale15","arou15","trait15_Competent","trait15_Trustworthy","trait15_FinanciallyNeedy","trait15_Dominant","trait15_Selfish","trait15_Friendly","trait15_aGoodPerson","vale16","arou16","trait16_Competent","trait16_Trustworthy","trait16_FinanciallyNeedy","trait16_Dominant","trait16_Selfish","trait16_Friendly","trait16_aGoodPerson","vale17","arou17","trait17_Competent","trait17_Trustworthy","trait17_FinanciallyNeedy","trait17_Dominant","trait17_Selfish","trait17_Friendly","trait17_aGoodPerson","vale18","arou18","trait18_Competent","trait18_Trustworthy","trait18_FinanciallyNeedy","trait18_Dominant","trait18_Selfish","trait18_Friendly","trait18_aGoodPerson","r1_1","r1_2","r1_3","r1_4","r1_5","r1_6","r1_7","r1_8","r1_9","r1_10","r2_1","r2_2","r2_3","r2_4","r2_5","r2_6","r2_7","r2_8","r2_9","r2_10","r3_1","r3_2","r3_3","r3_4","r3_5","r3_6","r3_7","r3_8","r3_9","r3_10","r4_1","r4_2","r4_3","r4_4","r4_5","r4_6","r4_7","r4_8","r4_9","i1_1","i1_2","i1_3","i1_4","i1_5","i1_6","i1_7","i1_8","i1_9","i1_10","i2_1","i2_2","i2_3","i2_4","i2_5","i2_6","i2_7","i2_8","i2_9","i2_10","i3_1","i3_2","i3_3","i3_4","i3_5","i3_6","i3_7","i3_8","i3_9","i3_10","i4_1","i4_2","i4_3","i4_4","i4_5","i4_6","i4_7","i4_8","i4_9","value_1","value_2","value_3","value_4","value_5","value_6","value_7","value_8","value_9","iri1","iri2","iri3","iri4","iri5","iri6","iri7","iri8","iri9","iri10","iri11","iri12","iri13","iri14","iri15","iri16","iri17","iri18","iri19","iri20","iri21","iri22","iri23","iri24","iri25","iri26","iri27","iri28","tipi_1","tipi_2","tipi_3","tipi_4","tipi_5","tipi_6","tipi_7","tipi_8","tipi_9","tipi_10","age","Q509","Q509_8_TEXT","gender","gender_3_TEXT","sexualpref","sexualpref_5_TEXT","born1","born1_txt","raise1","raise1_txt","born2","born2_txt","raise2","raise2_txt","ethni2","ethni2_txt","born3","born3_txt","raise3","raise3_txt","ethni3","ethni3_txt","born4","born4_txt","raise4","raise4_txt","born5","born5_txt","raise5","raise5_txt","born6","born6_txt","raise6","raise6_txt","born7","born7_txt","raise7","raise7_txt","econ1","econ2","econ2_6_TEXT","ladder1","ladder2","famises1","famises2","econinde","selfses1","selfses2","didbefore","didbefore_","order","famises2_numbered","selfses2_numbered","gender_nonfemale","sexualpref_nonhetero","ethn_nonmajority","exclude_age","exclude_sd"
"166","R_1kGr5uAD2JkotEu",0,"1-b","NT$90","9.158",3,7.179,1,5.646,0,"5.34",5,6.781,0,2.782,1,4.363,3,2.782,3,4.668,4,5.342,0,7.352,2,6.348,2,3.298,0,2.79,1,5.388,3,2.449,0,3.634,1,2.748,5,4.901,0,2.791,2,6.441,3,4.958,6,3.006,5,4.459,5,2.73,5,2.938,6,3.615,0,2.401,1,4.169,0,3.965,3,2.992,4,2.947,3,2.625,3,3.78,5,3.447,1,6.619,2,2.936,6,4,6,6,4,6,4,7,7,3,2,4,4,5,4,3,2,4,3,1,4,5,4,3,3,5,6,7,7,6,6,3,3,2,6,7,2,1,4,4,3,5,5,2,2,5,5,6,6,3,4,3,6,7,5,5,6,6,2,3,2,6,7,3,2,4,5,4,5,6,2,3,4,4,5,6,3,6,5,5,6,7,7,5,6,3,2,2,6,7,2,1,4,3,5,4,5,3,3,6,6,6,5,2,6,5,4,5,6,5,5,5,3,6,5,6,6,3,2,3,3,6,5,5,2,4,5,4,6,6,4,5,4,6,6,7,6,5,6,3,3,3,6,7,1,1,4,2,5,7,6,2,2,5,5,5,6,4,3,3,6,7,2,2,3,3,4,2,2,2,1,3,4,4,2,3,2,3,3,3,2,3,3,2,4,2,2,2,1,1,4,4,3,2,4,1,5,3,2,3,2,4,1,2,2,4,4,3,2,3,1,3,2,5,2,4,2,2,2,3,1,4,1,4,2,3,1,5,4,5,5,2,4,2,1,2,1,1,1,1,3,4,2,1,4,2,3,1,0,2,5,2,1,1,5,1,5,5,5,5,2,2,1,2,2,5,1,3,4,4,5,2,4,4,4,4,5,2,2,6,7,7,7,7,4,6,7,22,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","Have taken some classes in Economics","",7,7,"Middleincome","NT$300,001 -
Nt$600,000","No","Lowerincome","少於
NT$300,000","No","","1",2,1,0,0,0,0,0
"167","R_2PbSDQMDYlSwg8S",0,"3-b","NT$90","16.028",3,4.112,2,9.023,2,"7.352",3,3.731,3,5.698,2,3.576,2,4.269,3,3.376,2,3.312,0,3.466,2,7.266,3,7.284,0,14.705,2,14.602,3,7.048,1,8.235,1,4.912,2,9.296,0,6.863,2,11.794,3,7.014,4,3.87,2,5.544,3,4.293,3,5.343,4,4.767,4,5.384,3,4.718,1,6.781,2,7.471,3,6.813,1,8.071,3,6.781,3,4.744,2,7.868,2,9.012,4,4,4,5,4,4,3,6,5,4,4,4,4,3,5,4,4,4,4,3,3,4,3,5,5,4,4,5,4,6,5,3,4,4,5,5,4,4,4,5,2,4,4,5,5,3,4,3,3,4,5,5,4,4,5,4,5,5,3,4,3,4,4,3,3,4,3,4,4,5,3,3,4,4,4,4,3,4,5,4,3,4,4,4,4,2,4,3,4,4,4,4,3,2,3,5,6,3,3,NA,4,4,3,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,3,3,5,5,4,3,4,4,4,4,3,5,5,4,4,4,4,3,4,3,3,3,4,4,3,4,3,3,3,5,6,4,3,3,2,2,3,4,4,3,3,3,3,4,3,2,3,3,3,3,2,2,2,3,3,4,2,2,2,3,4,4,4,4,3,2,1,2,2,3,2,2,4,2,2,1,4,4,3,2,3,1,3,2,4,2,4,1,1,1,2,1,4,2,4,1,3,1,4,4,4,4,1,3,1,1,1,1,1,1,1,2,2,3,1,1,1,2,2,3,4,3,3,3,2,4,2,4,3,3,3,2,4,4,2,2,4,3,3,4,4,3,2,2,3,3,1,2,2,3,4,3,5,6,5,4,6,4,19,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Male","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",7,8,"Middleincome","NT$600,001 -
NT$900,000","No","Lowerincome","少於
NT$300,000","No","","2",3,1,1,0,0,0,0
"168","R_338vZaLuZ4ih0R5",0,"1-c","NT$90","18.037",2,9.852,4,8.736,3,"4.676",2,5.213,4,4.376,2,3.869,2,5.983,4,3.67,3,3.17,2,5.634,5,3.227,2,5.248,3,3.696,4,3.698,3,4.977,2,3.582,2,10.615,3,5.538,2,3.595,3,3.464,2,5.131,2,4.324,3,6.484,4,4.587,2,7.024,4,7.191,5,7.301,2,4.861,2,4.271,3,4,2,3.751,3,4.56,2,3.948,3,4.348,4,3.913,2,3.554,5,2,4,4,2,5,4,5,5,3,2,5,5,5,4,2,3,4,5,2,4,4,4,4,2,5,5,6,5,5,6,2,3,2,5,6,2,1,4,4,5,2,2,3,4,5,2,5,5,4,4,2,5,5,5,6,4,4,3,4,2,5,5,3,2,4,4,5,4,2,4,4,5,3,4,5,4,4,2,5,5,6,5,4,5,3,3,2,6,5,3,2,3,4,5,2,2,4,4,5,3,6,5,3,5,2,5,5,5,4,4,4,3,4,2,5,5,3,2,4,4,5,2,2,4,4,3,2,4,4,5,2,2,4,4,6,4,4,5,3,4,2,6,5,3,2,4,3,5,2,2,4,4,5,3,4,4,3,2,2,5,5,3,2,3,2,2,3,2,2,2,3,3,2,1,2,3,3,2,1,1,2,3,3,3,2,3,1,4,3,3,3,2,2,2,1,3,1,1,3,1,3,2,3,1,2,3,3,2,2,2,2,2,3,2,4,2,2,1,1,1,4,2,4,1,3,1,4,4,4,4,2,3,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,4,3,4,3,4,2,4,3,4,4,1,3,3,2,1,2,3,3,4,4,4,2,1,4,3,2,4,6,3,6,6,5,2,5,2,2,4,23,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","中國浙江省","No","中國浙江省","Yes","","Yes","","Yes","","Yes","","Yes","Have taken some classes in Economics","",6,6,"Upper-Middleincome","NT$2,250,001 -
NT$3,000,000","No","I don'tknow","","No","","3",6,NA,0,0,0,0,0
"169","R_29jq1lfYhV5YQ44",0,"4-a","NT$90","11.34",3,13.188,2,5.252,1,"5.533",1,5.481,1,9.029,0,3.777,0,3.78,2,3.631,1,3.197,0,3.768,2,3.119,3,4.103,0,3.13,2,4.814,1,3.953,0,3.955,1,3.417,3,2.866,0,4.527,1,5.898,1,2.965,1,4.758,2,4.768,2,3.071,1,4.063,3,2.438,0,3.591,0,3.629,1,2.874,1,5.278,0,2.741,1,3.301,2,4.936,1,3.132,2,2.595,1,3.707,3,3,4,2,2,3,6,5,3,5,2,3,4,5,3,3,5,6,2,2,2,3,2,1,4,5,4,3,4,6,2,1,4,5,4,2,4,2,3,5,4,2,2,5,5,5,4,4,6,4,3,2,6,7,1,4,2,1,1,2,5,4,2,4,2,4,5,3,4,3,5,5,5,3,4,5,2,3,2,6,6,3,4,4,3,2,6,5,4,3,4,3,4,5,3,3,2,5,4,NA,2,6,4,2,3,2,5,4,3,3,3,2,4,3,3,3,2,4,2,3,4,5,3,2,4,4,4,2,4,5,3,5,5,5,4,2,3,5,3,2,6,5,4,2,5,2,4,5,4,3,2,4,5,5,2,4,6,2,3,4,5,5,2,2,4,3,2,1,2,1,2,4,3,2,1,3,1,5,4,2,1,2,2,4,3,3,2,3,2,2,2,2,4,1,2,2,5,2,2,4,2,3,1,2,2,4,4,3,2,4,2,2,2,4,2,4,1,2,2,2,1,4,2,4,1,2,1,4,5,4,4,2,4,1,1,2,1,1,2,2,2,4,1,3,4,3,1,1,1,4,4,2,1,3,5,1,3,5,5,4,1,2,4,2,2,5,1,2,4,3,5,1,4,2,3,2,2,1,5,5,6,2,5,6,3,4,7,21,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",7,5,"Middleincome","NT$1,200,001 -
NT$1,500,000","No","Lowerincome","少於
NT$300,000","No","","1",5,1,0,0,0,0,0
"170","R_30k3gKyBupz3Lii",0,"1-c","NT$0","13.317",0,6.036,0,6.526,0,"3.121",0,3.879,1,4.035,0,2.98,0,2.863,1,3.675,0,2.767,0,3.445,0,6.47,0,5.687,0,4.281,0,2.231,0,8.653,0,2.629,0,2.776,0,3.066,0,3.038,0,2.87,0,2.931,0,3.732,0,4.129,0,2.823,0,4.092,0,2.775,0,3.927,0,2.657,0,2.322,0,2.623,0,2.739,0,2.565,0,3.187,0,2.594,0,4.919,0,4.136,4,4,3,3,3,3,1,5,5,4,3,5,5,3,5,3,4,4,4,4,5,3,4,4,3,4,4,2,3,1,1,1,2,4,4,4,3,4,3,3,3,4,4,3,4,5,5,4,4,1,4,3,5,5,3,3,3,3,2,2,4,4,4,3,3,4,2,4,4,2,4,4,4,4,4,4,2,3,3,4,4,5,5,4,4,1,4,1,4,4,3,3,3,3,1,2,5,2,2,5,5,4,4,5,3,1,5,5,4,4,4,4,3,3,1,4,4,4,4,4,4,5,3,1,5,5,4,4,4,4,1,4,1,5,5,4,4,3,3,1,3,3,4,4,3,4,4,4,2,4,1,4,4,5,5,5,5,2,5,1,5,5,2,1,2,5,5,2,1,2,1,5,5,5,2,4,2,5,5,3,1,1,2,1,5,5,2,4,2,2,5,5,5,3,5,5,5,5,5,5,2,5,1,1,1,5,5,1,1,1,1,5,5,5,1,5,1,5,1,2,1,5,3,5,1,5,1,5,5,5,5,3,5,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,1,5,5,1,1,5,2,1,4,5,5,5,1,5,5,5,5,5,2,5,3,5,4,5,1,4,5,1,5,4,1,6,7,6,5,6,1,6,6,19,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","Have taken some classes in Economics","",5,3,"Lowerincome","少於
NT$300,000","No","Lowerincome","少於
NT$300,000","No","","3",1,1,0,0,0,0,0
"171","R_1Lp77hHfH3n0MKf",0,"1-c","NT$90","7.727",3,17.119,3,7.72,1,"9.783",5,3.865,3,5.345,1,5.922,1,3.669,6,3.092,2,5.565,6,8.588,6,4.622,1,5.291,5,4.162,1,4.847,1,5.957,6,4.924,6,10.186,4,4.587,5,11.139,3,5.967,6,3.366,5,9.838,4,7.322,3,3.73,2,4.51,6,5.126,6,4.816,0,4.096,3,6.08,6,4.299,2,8.279,2,10.878,3,13.455,2,15.186,5,17.171,3,13.781,6,3,6,5,4,4,3,5,5,4,3,5,5,3,4,6,3,3,5,5,3,5,5,3,3,6,5,4,4,5,5,2,6,6,5,5,4,3,6,5,4,5,4,4,4,5,6,4,4,3,3,3,5,5,5,5,4,4,3,3,5,5,5,3,2,6,6,2,6,2,4,4,5,5,3,3,5,4,5,6,6,5,5,5,5,3,4,4,6,6,4,4,5,4,4,5,3,5,5,5,5,3,3,5,2,6,3,3,4,4,5,5,3,5,3,4,4,3,2,6,3,2,5,6,4,4,6,5,3,3,4,3,5,4,4,5,4,4,6,4,4,3,6,6,5,4,5,5,3,4,4,5,5,5,5,3,3,5,3,6,5,5,3,2,2,4,2,2,3,2,4,4,2,3,3,2,2,2,2,3,4,3,3,2,2,3,3,2,2,4,2,2,1,2,2,2,4,2,2,3,2,4,2,2,1,3,3,4,2,3,2,2,2,4,2,3,2,3,2,3,1,4,2,2,2,4,2,4,4,3,3,2,4,1,1,3,2,2,2,2,3,3,2,3,3,1,3,1,1,3,2,1,2,3,5,1,3,3,2,4,1,2,1,2,2,4,1,3,4,4,3,3,3,4,4,2,3,6,5,4,6,5,3,5,5,2,4,19,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",6,7,"Middleincome","NT$1,500,001 -
NT$2,250,000","No","I don'tknow","少於
NT$300,000","No","","2",6,1,0,0,0,0,0
"172","R_dpwvOZs5LToomJ3",0,"2-b","NT$90","11.858",3,8.584,2,10.963,4,"3.437",3,15.22,4,8.524,4,2.173,3,5.255,5,3.632,3,3.298,2,4.774,3,3.68,2,4.143,1,3.994,3,8.235,3,4.551,1,6.279,2,5.468,3,7.701,1,5.129,2,10.901,1,2.75,3,5.667,2,5.667,4,3.175,4,8.586,3,3.087,0,2.929,2,5.141,1,3.988,0,3.035,4,3.457,4,5.058,4,3.121,4,2.758,3,4.458,0,2.499,3,4,4,3,3,5,5,6,4,2,3,5,5,3,6,3,3,3,5,4,6,6,5,4,3,6,7,6,4,6,6,4,3,3,6,7,3,3,3,3,3,2,6,2,2,6,5,6,6,6,2,2,6,7,5,4,4,3,2,2,2,6,6,3,3,4,5,2,5,3,2,4,6,5,6,6,4,2,2,7,6,6,6,5,5,4,2,2,6,6,3,3,4,5,2,5,5,3,4,6,4,6,7,4,2,2,6,6,6,6,6,5,4,2,2,5,6,2,2,5,5,1,6,4,3,4,4,2,4,5,2,3,3,5,4,4,4,5,3,3,3,2,6,4,2,2,3,3,2,1,5,3,3,3,4,5,3,2,3,5,5,3,3,2,4,2,4,2,2,2,2,4,4,3,2,3,2,3,3,2,2,2,3,2,4,2,2,1,3,3,4,4,3,2,1,1,4,2,1,3,1,3,1,2,2,4,3,2,2,2,2,4,2,2,1,3,1,2,1,2,1,3,2,4,1,1,1,4,4,5,5,2,3,1,1,2,1,1,2,1,4,3,2,2,2,1,1,1,1,4,4,3,2,3,5,2,4,5,5,4,2,4,2,2,3,5,2,5,3,5,5,4,2,4,5,1,5,3,2,5,7,6,6,6,5,6,5,20,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Male","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",7,7,"Middleincome","NT$900,001 - NT$1,200,000","No","Lowerincome","少於
NT$300,000","No","","3",4,1,1,0,0,0,0
"173","R_1OZSKyqpQ4B9Pbo",0,"4-c","NT$30","9.391",0,2.11,0,1.631,0,"1.775",0,4.487,0,2.156,0,2.399,0,1.552,1,2.18,0,1.916,1,3.281,1,2.595,0,3.058,0,1.71,0,1.661,0,2.299,0,2.208,0,2.408,0,1.574,0,5.002,0,1.294,3,1.574,0,1.803,0,1.59,0,1.615,0,2.175,2,2.645,1,1.569,0,1.575,0,1.648,2,3.097,0,1.987,0,2.013,0,4.429,0,3.178,0,4.934,2,7.905,5,2,5,4,1,4,1,4,4,3,1,2,4,4,1,1,2,5,3,1,3,1,1,5,2,1,1,6,5,6,3,1,1,1,5,4,4,1,2,4,5,5,5,2,4,2,1,2,2,5,2,6,2,2,5,4,4,4,2,2,1,5,6,4,2,3,4,1,1,1,4,5,4,1,3,2,1,4,1,5,5,3,1,4,5,5,1,1,5,4,5,3,5,5,2,6,1,6,7,2,1,4,2,5,3,4,2,2,6,5,5,4,5,5,2,5,6,4,1,4,4,5,2,2,4,5,4,1,4,2,1,6,6,2,1,5,3,4,5,2,5,1,6,5,5,5,4,5,2,3,1,6,6,4,1,3,2,6,2,3,1,1,2,2,3,4,4,3,1,2,1,4,3,4,1,2,2,1,1,4,1,2,2,1,2,4,2,2,2,4,2,2,1,2,1,1,3,1,2,4,2,4,1,1,1,4,5,3,2,4,1,2,1,4,1,5,1,1,1,4,1,5,2,3,1,5,1,5,5,5,5,1,5,1,1,1,1,1,1,1,4,3,2,3,4,2,3,0,0,4,3,1,4,5,4,2,5,5,4,3,2,2,1,2,2,4,4,3,4,5,5,2,1,3,4,2,2,5,1,5,5,5,1,6,4,4,1,25,"台灣原住民","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","中國","Yes","","No","中國","Yes","","Yes","","Yes","","No","中國","Yes","","No",NA,"",7,6,"Middleincome","NT$300,001 -
Nt$600,000","Yes","Middleincome","NT$300,001 -
Nt$600,000","No","","2",2,2,0,0,1,0,0
"174","R_3g5j1NSJ3ZOxA1V",0,"1-a","NT$30","6.043",5,3.021,4,3.4,2,"3.849",4,3.126,1,5.626,4,2.921,3,3.026,6,3.052,4,1.999,0,3.048,6,2.817,3,1.886,0,2.819,5,1.823,4,2.966,0,2.342,4,2.819,4,2.943,0,1.789,3,2.775,5,3.245,6,1.431,2,6.444,4,2.025,4,3.851,2,5.761,0,2.185,1,3.533,3,1.96,2,4.263,4,2.025,4,2.447,5,2.171,4,2.748,3,3.253,0,4.964,5,3,5,4,5,3,4,5,5,3,2,3,3,6,2,6,4,4,4,3,1,1,2,6,4,5,4,5,4,3,5,5,2,3,6,6,4,4,6,4,2,4,5,3,3,5,5,2,2,3,5,5,6,6,4,4,5,4,4,3,3,5,5,3,3,6,3,4,3,5,3,3,6,5,3,3,3,6,6,5,5,3,3,4,5,5,3,4,5,5,3,3,4,3,3,3,6,4,4,5,5,2,2,2,6,5,4,4,5,6,6,6,6,4,4,6,6,4,4,3,3,6,3,6,4,4,5,4,2,2,2,6,5,4,4,4,4,2,5,5,1,2,6,6,4,4,5,4,4,2,6,4,4,5,4,3,3,3,6,4,5,5,2,2,3,4,4,2,2,2,2,4,2,3,2,2,2,4,2,2,2,2,2,2,3,2,2,2,2,2,2,3,4,2,2,1,4,1,1,4,1,4,1,2,1,2,5,2,1,4,1,2,2,5,1,5,1,1,1,3,1,5,1,4,1,4,1,5,5,5,4,1,4,1,1,1,1,1,1,1,3,4,2,2,3,1,3,1,1,4,2,4,3,4,4,3,4,3,4,4,2,3,3,4,4,5,3,3,4,5,4,4,2,3,4,2,4,5,3,5,5,4,3,5,4,5,3,19,"白人/高加索人/歐裔台灣人","","Female","","Bisexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","中國","Yes","","No","中國","No","中國","Yes","","Yes","","Yes","","Yes","","No",NA,"",6,6,"Lowerincome","少於
NT$300,000","No","Lowerincome","少於
NT$300,000","No","","4",1,1,0,1,1,0,0
"175","R_XRnGuVrWABdryHn",0,"4-a","NT$0","12.614",6,2.843,0,3.637,0,"3.968",3,7.581,0,3.534,0,2.092,0,3.768,3,3.777,5,1.796,6,4.359,0,252.152,0,3.848,0,1.908,6,3.001,0,3.028,2,3.304,6,3.823,3,3.902,0,3.147,0,8.492,6,2.885,3,2.737,0,2.842,0,3.288,0,2.089,6,3.314,6,3.061,3,16.425,0,3.255,6,4.519,6,5.413,0,6.609,3,5.165,2,17.792,0,8.263,0,5.303,5,1,4,4,2,5,2,6,6,3,1,3,3,5,2,2,3,4,6,5,4,2,4,5,1,6,4,4,3,6,4,2,5,5,2,4,3,3,3,2,4,2,5,3,3,3,2,5,3,4,5,3,6,5,5,3,5,6,3,3,2,5,4,4,3,4,4,4,4,4,4,4,5,4,3,3,3,3,3,5,3,3,3,5,4,4,4,4,3,3,4,2,6,5,2,6,3,2,3,5,4,4,3,4,5,5,5,4,3,2,4,3,5,3,5,4,3,4,3,3,4,4,4,5,3,3,6,6,4,4,2,4,3,6,4,3,3,5,4,3,2,3,3,4,4,4,4,5,3,3,2,4,5,5,4,4,3,3,4,3,5,5,2,2,3,4,4,2,2,2,2,3,1,4,2,4,2,3,2,4,2,2,2,2,3,4,1,3,2,2,2,2,2,1,2,4,4,2,2,4,4,4,1,2,1,3,4,2,2,2,1,1,2,3,1,3,2,1,2,3,1,4,1,3,2,1,1,3,3,4,4,1,3,1,1,2,1,1,2,2,1,3,3,4,4,0,1,1,0,4,3,1,4,5,4,1,3,2,4,3,1,2,1,2,4,5,1,4,4,3,4,2,2,1,5,1,3,2,1,6,6,7,5,5,2,3,2,29,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Other (please specify)","性向不明","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",5,4,"Middleincome","NT$1,200,001 -
NT$1,500,000","Yes","Lowerincome","NT$300,001 -
Nt$600,000","No","","2",5,2,0,1,0,0,0
